Date;Frequency;Geo;Measure;Value;Vehicle
2005;Annual;Sweden;Percentage;7.0;Motor coaches, buses and trolley buses
2013;Annual;Sweden;Percentage;7.5;Motor coaches, buses and trolley buses
2016;Annual;Sweden;Percentage;7.2;Motor coaches, buses and trolley buses
2004;Annual;United Kingdom;Percentage;5.7;Trains
2006;Annual;United Kingdom;Percentage;6.2;Trains
2008;Annual;United Kingdom;Percentage;87.2;Passenger cars
1994;Annual;United Kingdom;Percentage;6.6;Motor coaches, buses and trolley buses
2012;Annual;Iceland;Percentage;88.6;Passenger cars
1997;Annual;Iceland;Percentage;11.4;Motor coaches, buses and trolley buses
2007;Annual;Iceland;Percentage;11.4;Motor coaches, buses and trolley buses
2014;Annual;Iceland;Percentage;11.4;Motor coaches, buses and trolley buses
2002;Annual;Norway;Percentage;4.1;Trains
2007;Annual;Norway;Percentage;4.6;Trains
2010;Annual;Norway;Percentage;4.8;Trains
2015;Annual;Norway;Percentage;4.9;Trains
1998;Annual;Norway;Percentage;7.5;Motor coaches, buses and trolley buses
2008;Annual;Norway;Percentage;6.7;Motor coaches, buses and trolley buses
2012;Annual;Norway;Percentage;5.6;Motor coaches, buses and trolley buses
2017;Annual;Switzerland;Percentage;5.8;Motor coaches, buses and trolley buses
2017;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;22.2;Motor coaches, buses and trolley buses
1991;Annual;Turkey;Percentage;5.0;Trains
2007;Annual;Turkey;Percentage;2.7;Trains
1993;Annual;Turkey;Percentage;30.8;Passenger cars
1996;Annual;Turkey;Percentage;37.2;Passenger cars
2009;Annual;Turkey;Percentage;56.9;Passenger cars
2011;Annual;Turkey;Percentage;59.2;Passenger cars
2012;Annual;Turkey;Percentage;61.6;Passenger cars
2013;Annual;Turkey;Percentage;63.7;Passenger cars
2003;Annual;Turkey;Percentage;47.4;Motor coaches, buses and trolley buses
2004;Annual;Turkey;Percentage;45.9;Motor coaches, buses and trolley buses
2010;Annual;Turkey;Percentage;38.3;Motor coaches, buses and trolley buses
2012;Annual;Turkey;Percentage;36.6;Motor coaches, buses and trolley buses
2014;Annual;Turkey;Percentage;33.5;Motor coaches, buses and trolley buses
2017;Annual;Turkey;Percentage;28.2;Motor coaches, buses and trolley buses
2000;Annual;Switzerland;Percentage;81.1;Passenger cars
2001;Annual;Switzerland;Percentage;5.2;Motor coaches, buses and trolley buses
2003;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;1.7;Trains
2008;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;2.6;Trains
2003;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;78.8;Passenger cars
2006;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;17.8;Motor coaches, buses and trolley buses
2014;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;26.5;Motor coaches, buses and trolley buses
2004;Annual;Estonia;Percentage;72.9;Passenger cars
1997;Annual;Spain;Percentage;5.1;Trains
2001;Annual;Spain;Percentage;5.5;Trains
2015;Annual;Spain;Percentage;6.7;Trains
1990;Annual;Spain;Percentage;78.1;Passenger cars
2012;Annual;Spain;Percentage;13.7;Motor coaches, buses and trolley buses
2012;Annual;France;Percentage;85.1;Passenger cars
2001;Annual;Croatia;Percentage;13.5;Motor coaches, buses and trolley buses
1990;Annual;Italy;Percentage;6.9;Trains
1999;Annual;Italy;Percentage;5.4;Trains
2014;Annual;Italy;Percentage;6.2;Trains
1990;Annual;Sweden;Percentage;6.5;Trains
2017;Annual;Sweden;Percentage;9.6;Trains
1991;Annual;Sweden;Percentage;84.7;Passenger cars
1992;Annual;Sweden;Percentage;84.8;Passenger cars
2009;Annual;United Kingdom;Percentage;6.0;Motor coaches, buses and trolley buses
1996;Annual;Iceland;Percentage;11.4;Motor coaches, buses and trolley buses
2002;Annual;Norway;Percentage;6.9;Motor coaches, buses and trolley buses
2004;Annual;Norway;Percentage;6.9;Motor coaches, buses and trolley buses
2013;Annual;Norway;Percentage;5.5;Motor coaches, buses and trolley buses
2004;Annual;Switzerland;Percentage;15.3;Trains
1991;Annual;Switzerland;Percentage;81.1;Passenger cars
1998;Annual;Switzerland;Percentage;81.8;Passenger cars
2007;Annual;Switzerland;Percentage;77.4;Passenger cars
2010;Annual;Switzerland;Percentage;77.3;Passenger cars
2013;Annual;Switzerland;Percentage;75.0;Passenger cars
2015;Annual;Switzerland;Percentage;5.9;Motor coaches, buses and trolley buses
2014;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;0.9;Trains
2009;Annual;Ireland;Percentage;2.8;Trains
1994;Annual;Ireland;Percentage;83.0;Passenger cars
1998;Annual;Ireland;Percentage;83.4;Passenger cars
1997;Annual;Ireland;Percentage;13.3;Motor coaches, buses and trolley buses
2012;Annual;Greece;Percentage;0.7;Trains
2015;Annual;Greece;Percentage;1.0;Trains
1994;Annual;Greece;Percentage;66.7;Passenger cars
1994;Annual;Greece;Percentage;31.1;Motor coaches, buses and trolley buses
2008;Annual;Spain;Percentage;5.5;Trains
2012;Annual;Spain;Percentage;5.6;Trains
1997;Annual;Spain;Percentage;81.5;Passenger cars
1992;Annual;Spain;Percentage;13.2;Motor coaches, buses and trolley buses
2015;Annual;France;Percentage;6.7;Motor coaches, buses and trolley buses
2002;Annual;Croatia;Percentage;4.5;Trains
2013;Annual;Croatia;Percentage;3.1;Trains
2010;Annual;Croatia;Percentage;83.7;Passenger cars
2016;Annual;Croatia;Percentage;12.3;Motor coaches, buses and trolley buses
2012;Annual;Italy;Percentage;6.4;Trains
2013;Annual;Italy;Percentage;6.3;Trains
2000;Annual;Estonia;Percentage;2.7;Trains
2005;Annual;Estonia;Percentage;1.9;Trains
2016;Annual;Estonia;Percentage;2.0;Trains
1998;Annual;Estonia;Percentage;73.2;Passenger cars
2007;Annual;Estonia;Percentage;77.2;Passenger cars
1990;Annual;Ireland;Percentage;3.6;Trains
2007;Annual;Ireland;Percentage;3.4;Trains
2017;Annual;Ireland;Percentage;82.6;Passenger cars
1992;Annual;Ireland;Percentage;12.3;Motor coaches, buses and trolley buses
2010;Annual;Ireland;Percentage;14.5;Motor coaches, buses and trolley buses
2015;Annual;Ireland;Percentage;13.7;Motor coaches, buses and trolley buses
2016;Annual;Ireland;Percentage;13.6;Motor coaches, buses and trolley buses
1998;Annual;Greece;Percentage;2.0;Trains
2001;Annual;Greece;Percentage;1.9;Trains
1999;Annual;Greece;Percentage;71.5;Passenger cars
2009;Annual;Greece;Percentage;16.9;Motor coaches, buses and trolley buses
2015;Annual;Greece;Percentage;17.5;Motor coaches, buses and trolley buses
2016;Annual;Spain;Percentage;6.6;Trains
2001;Annual;Spain;Percentage;80.8;Passenger cars
1997;Annual;Spain;Percentage;13.4;Motor coaches, buses and trolley buses
1999;Annual;France;Percentage;8.2;Trains
2000;Annual;France;Percentage;8.6;Trains
2010;Annual;France;Percentage;9.3;Trains
2006;Annual;France;Percentage;85.3;Passenger cars
1997;Annual;France;Percentage;5.5;Motor coaches, buses and trolley buses
2001;Annual;France;Percentage;4.9;Motor coaches, buses and trolley buses
1998;Annual;Croatia;Percentage;17.6;Motor coaches, buses and trolley buses
1992;Annual;Italy;Percentage;6.1;Trains
1995;Annual;Italy;Percentage;5.9;Trains
1997;Annual;Italy;Percentage;5.6;Trains
1995;Annual;Finland;Percentage;13.1;Motor coaches, buses and trolley buses
2004;Annual;Finland;Percentage;10.6;Motor coaches, buses and trolley buses
2016;Annual;Sweden;Percentage;83.5;Passenger cars
1992;Annual;Sweden;Percentage;9.4;Motor coaches, buses and trolley buses
1995;Annual;Sweden;Percentage;9.3;Motor coaches, buses and trolley buses
2008;Annual;Sweden;Percentage;6.7;Motor coaches, buses and trolley buses
2010;Annual;Sweden;Percentage;7.3;Motor coaches, buses and trolley buses
2012;Annual;Sweden;Percentage;7.3;Motor coaches, buses and trolley buses
1991;Annual;United Kingdom;Percentage;5.0;Trains
1996;Annual;United Kingdom;Percentage;4.6;Trains
2014;Annual;United Kingdom;Percentage;8.5;Trains
2016;Annual;United Kingdom;Percentage;8.8;Trains
2013;Annual;Iceland;Percentage;88.6;Passenger cars
1999;Annual;Iceland;Percentage;11.2;Motor coaches, buses and trolley buses
2008;Annual;Iceland;Percentage;11.4;Motor coaches, buses and trolley buses
2016;Annual;Iceland;Percentage;11.4;Motor coaches, buses and trolley buses
1997;Annual;Norway;Percentage;4.6;Trains
1999;Annual;Norway;Percentage;5.1;Trains
2009;Annual;Norway;Percentage;4.7;Trains
2005;Annual;Norway;Percentage;88.5;Passenger cars
2008;Annual;Norway;Percentage;88.5;Passenger cars
2003;Annual;Switzerland;Percentage;15.0;Trains
2007;Annual;Switzerland;Percentage;17.0;Trains
2009;Annual;Switzerland;Percentage;17.4;Trains
2016;Annual;Switzerland;Percentage;19.8;Trains
1997;Annual;Switzerland;Percentage;83.2;Passenger cars
2003;Annual;Switzerland;Percentage;79.8;Passenger cars
2011;Annual;Switzerland;Percentage;74.8;Passenger cars
2005;Annual;Switzerland;Percentage;5.3;Motor coaches, buses and trolley buses
2007;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;77.8;Passenger cars
2010;Annual;Former Yugoslav Republic of Macedonia, the;Percentage;22.9;Motor coaches, buses and trolley buses
1996;Annual;Turkey;Percentage;3.4;Trains
2005;Annual;Turkey;Percentage;2.6;Trains
2004;Annual;European Union (28 countries);Percentage;6.7;Trains
2017;Annual;European Union (28 countries);Percentage;7.9;Trains
2013;Annual;European Union (27 countries);Percentage;7.8;Trains
2014;Annual;European Union (27 countries);Percentage;7.8;Trains
2003;Annual;European Union (27 countries);Percentage;83.5;Passenger cars
1999;Annual;Belgium;Percentage;6.0;Trains
2015;Annual;Belgium;Percentage;7.8;Trains
1992;Annual;Belgium;Percentage;83.3;Passenger cars
2002;Annual;Belgium;Percentage;81.9;Passenger cars
1997;Annual;Belgium;Percentage;11.1;Motor coaches, buses and trolley buses
2006;Annual;Belgium;Percentage;13.9;Motor coaches, buses and trolley buses
1995;Annual;Bulgaria;Percentage;11.2;Trains
2004;Annual;Bulgaria;Percentage;69.8;Passenger cars
1995;Annual;Bulgaria;Percentage;29.3;Motor coaches, buses and trolley buses
1994;Annual;Czech Republic;Percentage;11.7;Trains
1997;Annual;Czech Republic;Percentage;9.4;Trains
2015;Annual;Czech Republic;Percentage;8.6;Trains
2017;Annual;Czech Republic;Percentage;9.3;Trains
1994;Annual;Czech Republic;Percentage;17.0;Motor coaches, buses and trolley buses
2000;Annual;Czech Republic;Percentage;18.6;Motor coaches, buses and trolley buses
1996;Annual;Denmark;Percentage;7.8;Trains
2000;Annual;Denmark;Percentage;8.7;Trains
1998;Annual;Denmark;Percentage;79.6;Passenger cars
2006;Annual;Denmark;Percentage;79.1;Passenger cars
1999;Annual;Germany (until 1990 former territory of the FRG);Percentage;7.5;Trains
2001;Annual;Germany (until 1990 former territory of the FRG);Percentage;7.6;Trains
2002;Annual;Germany (until 1990 former territory of the FRG);Percentage;7.1;Trains
1997;Annual;Germany (until 1990 former territory of the FRG);Percentage;85.3;Passenger cars
2005;Annual;Germany (until 1990 former territory of the FRG);Percentage;85.8;Passenger cars
2006;Annual;Germany (until 1990 former territory of the FRG);Percentage;85.6;Passenger cars
1991;Annual;Germany (until 1990 former territory of the FRG);Percentage;8.5;Motor coaches, buses and trolley buses
2006;Annual;Germany (until 1990 former territory of the FRG);Percentage;6.6;Motor coaches, buses and trolley buses
2011;Annual;European Union (28 countries);Percentage;7.4;Trains
2003;Annual;European Union (28 countries);Percentage;83.6;Passenger cars
2012;Annual;European Union (28 countries);Percentage;82.8;Passenger cars
2016;Annual;European Union (28 countries);Percentage;9.0;Motor coaches, buses and trolley buses
2000;Annual;European Union (27 countries);Percentage;7.2;Trains
2010;Annual;European Union (27 countries);Percentage;9.4;Motor coaches, buses and trolley buses
1992;Annual;Belgium;Percentage;6.0;Trains
1994;Annual;Belgium;Percentage;5.6;Trains
2002;Annual;Belgium;Percentage;6.5;Trains
2017;Annual;Belgium;Percentage;7.8;Trains
1993;Annual;Belgium;Percentage;83.3;Passenger cars
1991;Annual;Belgium;Percentage;10.7;Motor coaches, buses and trolley buses
2005;Annual;Belgium;Percentage;13.6;Motor coaches, buses and trolley buses
1999;Annual;Bulgaria;Percentage;10.2;Trains
1998;Annual;Bulgaria;Percentage;63.3;Passenger cars
2002;Annual;Bulgaria;Percentage;33.4;Motor coaches, buses and trolley buses
2012;Annual;Bulgaria;Percentage;14.8;Motor coaches, buses and trolley buses
2014;Annual;Bulgaria;Percentage;15.1;Motor coaches, buses and trolley buses
2001;Annual;Czech Republic;Percentage;8.3;Trains
2014;Annual;Czech Republic;Percentage;8.4;Trains
2005;Annual;Czech Republic;Percentage;75.5;Passenger cars
2010;Annual;Czech Republic;Percentage;73.0;Passenger cars
2012;Annual;Czech Republic;Percentage;74.0;Passenger cars
1993;Annual;Czech Republic;Percentage;19.1;Motor coaches, buses and trolley buses
2002;Annual;Czech Republic;Percentage;18.7;Motor coaches, buses and trolley buses
2011;Annual;Czech Republic;Percentage;18.0;Motor coaches, buses and trolley buses
1993;Annual;Denmark;Percentage;80.5;Passenger cars
2005;Annual;Denmark;Percentage;79.1;Passenger cars
2009;Annual;Denmark;Percentage;80.1;Passenger cars
2000;Annual;Denmark;Percentage;11.7;Motor coaches, buses and trolley buses
2002;Annual;Denmark;Percentage;11.7;Motor coaches, buses and trolley buses
2014;Annual;Denmark;Percentage;9.7;Motor coaches, buses and trolley buses
1991;Annual;Germany (until 1990 former territory of the FRG);Percentage;6.9;Trains
2010;Annual;Germany (until 1990 former territory of the FRG);Percentage;8.0;Trains
1993;Annual;Germany (until 1990 former territory of the FRG);Percentage;84.5;Passenger cars
2002;Annual;Germany (until 1990 former territory of the FRG);Percentage;86.2;Passenger cars
2012;Annual;Germany (until 1990 former territory of the FRG);Percentage;85.4;Passenger cars
2014;Annual;Germany (until 1990 former territory of the FRG);Percentage;85.7;Passenger cars
2016;Annual;Germany (until 1990 former territory of the FRG);Percentage;85.6;Passenger cars
1993;Annual;Germany (until 1990 former territory of the FRG);Percentage;8.1;Motor coaches, buses and trolley buses
1994;Annual;Germany (until 1990 former territory of the FRG);Percentage;7.3;Motor coaches, buses and trolley buses
2001;Annual;Germany (until 1990 former territory of the FRG);Percentage;6.9;Motor coaches, buses and trolley buses
2003;Annual;Germany (until 1990 former territory of the FRG);Percentage;6.8;Motor coaches, buses and trolley buses
2009;Annual;Germany (until 1990 former territory of the FRG);Percentage;6.1;Motor coaches, buses and trolley buses
2005;Annual;European Union (28 countries);Percentage;6.9;Trains
2004;Annual;European Union (28 countries);Percentage;9.7;Motor coaches, buses and trolley buses
2006;Annual;European Union (27 countries);Percentage;7.1;Trains
2009;Annual;European Union (27 countries);Percentage;9.3;Motor coaches, buses and trolley buses
2014;Annual;European Union (27 countries);Percentage;9.6;Motor coaches, buses and trolley buses
2015;Annual;European Union (27 countries);Percentage;9.5;Motor coaches, buses and trolley buses
2016;Annual;European Union (27 countries);Percentage;9.4;Motor coaches, buses and trolley buses
1990;Annual;Belgium;Percentage;83.3;Passenger cars
2003;Annual;Belgium;Percentage;80.5;Passenger cars
2012;Annual;Belgium;Percentage;79.3;Passenger cars
2011;Annual;Belgium;Percentage;12.8;Motor coaches, buses and trolley buses
2007;Annual;Bulgaria;Percentage;4.4;Trains
1998;Annual;Bulgaria;Percentage;24.5;Motor coaches, buses and trolley buses
2001;Annual;Bulgaria;Percentage;32.0;Motor coaches, buses and trolley buses
2003;Annual;Bulgaria;Percentage;28.1;Motor coaches, buses and trolley buses
2013;Annual;Bulgaria;Percentage;14.0;Motor coaches, buses and trolley buses
2015;Annual;Bulgaria;Percentage;14.6;Motor coaches, buses and trolley buses
2007;Annual;Czech Republic;Percentage;7.3;Trains
1996;Annual;Czech Republic;Percentage;70.1;Passenger cars
2014;Annual;Czech Republic;Percentage;73.1;Passenger cars
1999;Annual;Czech Republic;Percentage;18.2;Motor coaches, buses and trolley buses
1991;Annual;Denmark;Percentage;6.0;Trains
2007;Annual;Denmark;Percentage;9.7;Trains
2010;Annual;Denmark;Percentage;9.8;Trains
2001;Annual;Estonia;Percentage;1.9;Trains
2002;Annual;Estonia;Percentage;1.8;Trains
2009;Annual;Estonia;Percentage;1.9;Trains
2014;Annual;Estonia;Percentage;1.9;Trains
2017;Annual;Estonia;Percentage;2.3;Trains
2006;Annual;Estonia;Percentage;78.0;Passenger cars
2016;Annual;Estonia;Percentage;80.1;Passenger cars
2009;Annual;Estonia;Percentage;16.4;Motor coaches, buses and trolley buses
2014;Annual;Estonia;Percentage;16.5;Motor coaches, buses and trolley buses
2016;Annual;Estonia;Percentage;17.9;Motor coaches, buses and trolley buses
1993;Annual;Ireland;Percentage;3.6;Trains
1996;Annual;Ireland;Percentage;3.3;Trains
1997;Annual;Ireland;Percentage;3.4;Trains
1992;Annual;Ireland;Percentage;84.2;Passenger cars
2001;Annual;Ireland;Percentage;80.6;Passenger cars
2003;Annual;Ireland;Percentage;81.4;Passenger cars
2005;Annual;Ireland;Percentage;82.1;Passenger cars
2007;Annual;Ireland;Percentage;82.3;Passenger cars
2011;Annual;Ireland;Percentage;76.8;Passenger cars
2008;Annual;Greece;Percentage;80.8;Passenger cars
2012;Annual;Greece;Percentage;81.6;Passenger cars
1990;Annual;Greece;Percentage;32.4;Motor coaches, buses and trolley buses
1993;Annual;Greece;Percentage;31.7;Motor coaches, buses and trolley buses
2010;Annual;Greece;Percentage;17.3;Motor coaches, buses and trolley buses
1999;Annual;Spain;Percentage;5.0;Trains
2003;Annual;Spain;Percentage;5.1;Trains
2013;Annual;Spain;Percentage;6.1;Trains
1993;Annual;Spain;Percentage;81.4;Passenger cars
1996;Annual;Spain;Percentage;81.3;Passenger cars
2006;Annual;Spain;Percentage;82.8;Passenger cars
2017;Annual;Spain;Percentage;85.2;Passenger cars
2002;Annual;Spain;Percentage;12.3;Motor coaches, buses and trolley buses
2003;Annual;Spain;Percentage;11.8;Motor coaches, buses and trolley buses
2006;Annual;Spain;Percentage;12.0;Motor coaches, buses and trolley buses
2008;Annual;Spain;Percentage;14.3;Motor coaches, buses and trolley buses
1997;Annual;France;Percentage;8.1;Trains
2007;Annual;France;Percentage;9.6;Trains
2015;Annual;France;Percentage;10.5;Trains
1991;Annual;France;Percentage;85.1;Passenger cars
1994;Annual;France;Percentage;86.5;Passenger cars
1995;Annual;France;Percentage;86.8;Passenger cars
2004;Annual;France;Percentage;86.2;Passenger cars
1991;Annual;France;Percentage;6.1;Motor coaches, buses and trolley buses
1996;Annual;France;Percentage;5.6;Motor coaches, buses and trolley buses
1998;Annual;France;Percentage;5.4;Motor coaches, buses and trolley buses
1999;Annual;France;Percentage;5.2;Motor coaches, buses and trolley buses
2014;Annual;Croatia;Percentage;3.0;Trains
2003;Annual;Croatia;Percentage;82.2;Passenger cars
2007;Annual;Croatia;Percentage;82.9;Passenger cars
2003;Annual;Croatia;Percentage;13.6;Motor coaches, buses and trolley buses
2005;Annual;Croatia;Percentage;11.9;Motor coaches, buses and trolley buses
2008;Annual;Italy;Percentage;6.0;Trains
2016;Annual;Italy;Percentage;6.1;Trains
2005;Annual;Italy;Percentage;81.8;Passenger cars
1997;Annual;Italy;Percentage;11.7;Motor coaches, buses and trolley buses
1998;Annual;Italy;Percentage;11.4;Motor coaches, buses and trolley buses
2000;Annual;Italy;Percentage;10.9;Motor coaches, buses and trolley buses
2008;Annual;Italy;Percentage;12.4;Motor coaches, buses and trolley buses
2015;Annual;Italy;Percentage;12.3;Motor coaches, buses and trolley buses
2010;Annual;Cyprus;Percentage;81.9;Passenger cars
2007;Annual;Cyprus;Percentage;19.7;Motor coaches, buses and trolley buses
2011;Annual;Cyprus;Percentage;18.3;Motor coaches, buses and trolley buses
2003;Annual;Austria;Percentage;9.5;Trains
2007;Annual;Austria;Percentage;10.0;Trains
2008;Annual;Austria;Percentage;11.1;Trains
2010;Annual;Austria;Percentage;11.0;Trains
2017;Annual;Austria;Percentage;11.9;Trains
1990;Annual;Austria;Percentage;77.1;Passenger cars
1993;Annual;Austria;Percentage;77.2;Passenger cars
2001;Annual;Austria;Percentage;79.4;Passenger cars
2010;Annual;Austria;Percentage;78.4;Passenger cars
2012;Annual;Austria;Percentage;77.9;Passenger cars
2016;Annual;Austria;Percentage;77.7;Passenger cars
1992;Annual;Austria;Percentage;10.5;Motor coaches, buses and trolley buses
1995;Annual;Austria;Percentage;10.9;Motor coaches, buses and trolley buses
1998;Annual;Austria;Percentage;10.9;Motor coaches, buses and trolley buses
2009;Annual;Austria;Percentage;10.0;Motor coaches, buses and trolley buses
2013;Annual;Austria;Percentage;10.3;Motor coaches, buses and trolley buses
2017;Annual;Austria;Percentage;10.3;Motor coaches, buses and trolley buses
1990;Annual;Poland;Percentage;30.6;Trains
1991;Annual;Poland;Percentage;24.6;Trains
1999;Annual;Poland;Percentage;10.9;Trains
2000;Annual;Poland;Percentage;10.3;Trains
2005;Annual;Poland;Percentage;6.8;Trains
2006;Annual;Poland;Percentage;6.4;Trains
2013;Annual;Poland;Percentage;6.7;Trains
1994;Annual;Poland;Percentage;62.3;Passenger cars
2001;Annual;Poland;Percentage;66.9;Passenger cars
2010;Annual;Poland;Percentage;76.1;Passenger cars
2013;Annual;Poland;Percentage;78.0;Passenger cars
1991;Annual;Poland;Percentage;25.6;Motor coaches, buses and trolley buses
1994;Annual;Poland;Percentage;20.9;Motor coaches, buses and trolley buses
1999;Annual;Poland;Percentage;16.8;Motor coaches, buses and trolley buses
2005;Annual;Portugal;Percentage;4.0;Trains
2010;Annual;Portugal;Percentage;4.4;Trains
2015;Annual;Portugal;Percentage;4.2;Trains
1994;Annual;Portugal;Percentage;74.3;Passenger cars
2005;Annual;Portugal;Percentage;89.3;Passenger cars
2010;Annual;Portugal;Percentage;89.1;Passenger cars
2011;Annual;Portugal;Percentage;89.2;Passenger cars
2016;Annual;Portugal;Percentage;88.4;Passenger cars
1995;Annual;Portugal;Percentage;16.4;Motor coaches, buses and trolley buses
1997;Annual;Portugal;Percentage;13.9;Motor coaches, buses and trolley buses
2001;Annual;Portugal;Percentage;12.6;Motor coaches, buses and trolley buses
2003;Annual;Portugal;Percentage;11.0;Motor coaches, buses and trolley buses
2008;Annual;Portugal;Percentage;6.4;Motor coaches, buses and trolley buses
2009;Annual;Portugal;Percentage;6.2;Motor coaches, buses and trolley buses
2012;Annual;Portugal;Percentage;6.4;Motor coaches, buses and trolley buses
1999;Annual;Romania;Percentage;17.5;Trains
2001;Annual;Romania;Percentage;15.1;Trains
2002;Annual;Romania;Percentage;11.9;Trains
1998;Annual;Romania;Percentage;66.1;Passenger cars
2012;Annual;Romania;Percentage;78.2;Passenger cars
1995;Annual;Romania;Percentage;17.3;Motor coaches, buses and trolley buses
1996;Annual;Romania;Percentage;17.4;Motor coaches, buses and trolley buses
1998;Annual;Romania;Percentage;15.0;Motor coaches, buses and trolley buses
1999;Annual;Romania;Percentage;12.6;Motor coaches, buses and trolley buses
2002;Annual;Romania;Percentage;12.3;Motor coaches, buses and trolley buses
2010;Annual;Romania;Percentage;16.3;Motor coaches, buses and trolley buses
2013;Annual;Romania;Percentage;16.8;Motor coaches, buses and trolley buses
2015;Annual;Romania;Percentage;15.5;Motor coaches, buses and trolley buses
2016;Annual;Romania;Percentage;15.7;Motor coaches, buses and trolley buses
1990;Annual;Slovenia;Percentage;6.7;Trains
1991;Annual;Slovenia;Percentage;4.3;Trains
1992;Annual;Slovenia;Percentage;3.0;Trains
2001;Annual;Slovenia;Percentage;2.9;Trains
2006;Annual;Slovenia;Percentage;2.7;Trains
2014;Annual;Slovenia;Percentage;2.1;Trains
1992;Annual;Slovenia;Percentage;73.9;Passenger cars
1996;Annual;Slovenia;Percentage;78.4;Passenger cars
1998;Annual;Slovenia;Percentage;80.8;Passenger cars
1999;Annual;Slovenia;Percentage;80.8;Passenger cars
2001;Annual;Slovenia;Percentage;83.5;Passenger cars
2004;Annual;Slovenia;Percentage;84.9;Passenger cars
2005;Annual;Slovenia;Percentage;85.6;Passenger cars
1991;Annual;Slovenia;Percentage;29.3;Motor coaches, buses and trolley buses
1995;Annual;Slovenia;Percentage;19.5;Motor coaches, buses and trolley buses
1996;Annual;Slovenia;Percentage;18.9;Motor coaches, buses and trolley buses
2016;Annual;Slovenia;Percentage;11.8;Motor coaches, buses and trolley buses
1993;Annual;Slovakia;Percentage;12.1;Trains
1996;Annual;Slovakia;Percentage;9.5;Trains
2000;Annual;Slovakia;Percentage;7.7;Trains
2002;Annual;Slovakia;Percentage;7.2;Trains
2009;Annual;Slovakia;Percentage;6.6;Trains
2014;Annual;Slovakia;Percentage;7.3;Trains
1993;Annual;Slovakia;Percentage;46.5;Passenger cars
1996;Annual;Slovakia;Percentage;45.8;Passenger cars
2002;Annual;Slovakia;Percentage;26.0;Motor coaches, buses and trolley buses
2006;Annual;Slovakia;Percentage;23.3;Motor coaches, buses and trolley buses
2007;Annual;Slovakia;Percentage;22.0;Motor coaches, buses and trolley buses
2008;Annual;Slovakia;Percentage;20.6;Motor coaches, buses and trolley buses
2009;Annual;Slovakia;Percentage;15.8;Motor coaches, buses and trolley buses
1996;Annual;Finland;Percentage;5.3;Trains
1997;Annual;Finland;Percentage;5.3;Trains
1998;Annual;Finland;Percentage;5.2;Trains
1999;Annual;Finland;Percentage;5.2;Trains
2001;Annual;Finland;Percentage;4.8;Trains
2004;Annual;Finland;Percentage;4.7;Trains
2005;Annual;Finland;Percentage;4.8;Trains
2012;Annual;Finland;Percentage;5.3;Trains
1992;Annual;Finland;Percentage;82.0;Passenger cars
1993;Annual;Finland;Percentage;81.9;Passenger cars
2000;Annual;Finland;Percentage;83.4;Passenger cars
1991;Annual;Ireland;Percentage;11.9;Motor coaches, buses and trolley buses
1993;Annual;Ireland;Percentage;12.6;Motor coaches, buses and trolley buses
1999;Annual;Ireland;Percentage;13.3;Motor coaches, buses and trolley buses
2003;Annual;Ireland;Percentage;15.3;Motor coaches, buses and trolley buses
2006;Annual;Ireland;Percentage;14.4;Motor coaches, buses and trolley buses
2013;Annual;Ireland;Percentage;14.1;Motor coaches, buses and trolley buses
1993;Annual;Greece;Percentage;2.9;Trains
1997;Annual;Greece;Percentage;2.6;Trains
2002;Annual;Greece;Percentage;1.9;Trains
2016;Annual;Greece;Percentage;1.0;Trains
1990;Annual;Greece;Percentage;64.0;Passenger cars
2001;Annual;Greece;Percentage;74.3;Passenger cars
2004;Annual;Greece;Percentage;77.5;Passenger cars
2005;Annual;Greece;Percentage;78.3;Passenger cars
2013;Annual;Greece;Percentage;81.3;Passenger cars
2015;Annual;Greece;Percentage;81.4;Passenger cars
1995;Annual;Greece;Percentage;30.7;Motor coaches, buses and trolley buses
2005;Annual;Greece;Percentage;20.0;Motor coaches, buses and trolley buses
2012;Annual;Greece;Percentage;17.7;Motor coaches, buses and trolley buses
2013;Annual;Greece;Percentage;17.8;Motor coaches, buses and trolley buses
2014;Annual;Greece;Percentage;17.7;Motor coaches, buses and trolley buses
1990;Annual;Spain;Percentage;6.9;Trains
1991;Annual;Spain;Percentage;5.8;Trains
1998;Annual;Spain;Percentage;5.1;Trains
2005;Annual;Spain;Percentage;5.1;Trains
1992;Annual;Spain;Percentage;80.8;Passenger cars
1995;Annual;Spain;Percentage;82.0;Passenger cars
2011;Annual;Spain;Percentage;80.9;Passenger cars
2005;Annual;France;Percentage;9.1;Trains
2014;Annual;France;Percentage;10.3;Trains
1998;Annual;France;Percentage;86.4;Passenger cars
2017;Annual;France;Percentage;82.8;Passenger cars
2001;Annual;Croatia;Percentage;4.8;Trains
2005;Annual;Croatia;Percentage;4.3;Trains
2017;Annual;Croatia;Percentage;2.4;Trains
2004;Annual;Croatia;Percentage;83.8;Passenger cars
