Date;Frequency;Geo;Measure;Tra Mode;Value
2016;Annual;Greece;Percentage;Railways;1.3
2017;Annual;Greece;Percentage;Railways;1.8
2018;Annual;Greece;Percentage;Railways;2.1
2006;Annual;France;Percentage;Railways, inland waterways - sum of available data;14.2
2007;Annual;France;Percentage;Railways, inland waterways - sum of available data;14.1
2009;Annual;France;Percentage;Railways, inland waterways - sum of available data;13.5
2010;Annual;France;Percentage;Railways, inland waterways - sum of available data;12.5
2015;Annual;France;Percentage;Railways, inland waterways - sum of available data;14.5
2016;Annual;France;Percentage;Railways, inland waterways - sum of available data;13.7
2018;Annual;France;Percentage;Railways, inland waterways - sum of available data;12.2
2013;Annual;Croatia;Percentage;Railways, inland waterways - sum of available data;27.1
2017;Annual;Croatia;Percentage;Railways, inland waterways - sum of available data;26.4
2008;Annual;Latvia;Percentage;Railways, inland waterways - sum of available data;83.4
2016;Annual;Latvia;Percentage;Railways, inland waterways - sum of available data;76.6
2007;Annual;Slovakia;Percentage;Railways, inland waterways - sum of available data;46.7
2009;Annual;Slovakia;Percentage;Railways, inland waterways - sum of available data;40.4
2016;Annual;Slovakia;Percentage;Railways, inland waterways - sum of available data;38.3
2017;Annual;Slovakia;Percentage;Railways, inland waterways - sum of available data;36.5
2005;Annual;United Kingdom;Percentage;Railways;11.3
2010;Annual;United Kingdom;Percentage;Railways;10.9
2017;Annual;United Kingdom;Percentage;Railways;9.6
2005;Annual;Norway;Percentage;Roads;84.3
2013;Annual;Norway;Percentage;Roads;86.7
2015;Annual;Norway;Percentage;Roads;87.1
2017;Annual;Norway;Percentage;Roads;84.8
2005;Annual;Switzerland;Percentage;Roads;66.3
2012;Annual;Switzerland;Percentage;Roads;65.2
2005;Annual;Switzerland;Percentage;Inland waterways;0.1
2007;Annual;Switzerland;Percentage;Inland waterways;0.1
2015;Annual;Switzerland;Percentage;Inland waterways;0.1
2007;Annual;European Union - 27 countries (from 2020);Percentage;Railways, inland waterways - sum of available data;25.8
2009;Annual;European Union - 27 countries (from 2020);Percentage;Railways, inland waterways - sum of available data;23.9
2010;Annual;European Union - 27 countries (from 2020);Percentage;Railways, inland waterways - sum of available data;25.4
2011;Annual;European Union - 27 countries (from 2020);Percentage;Railways, inland waterways - sum of available data;26.0
2017;Annual;European Union - 27 countries (from 2020);Percentage;Railways, inland waterways - sum of available data;24.8
2006;Annual;European Union - 27 countries (from 2020);Percentage;Railways;18.9
2011;Annual;European Union - 27 countries (from 2020);Percentage;Railways;19.2
2014;Annual;European Union - 27 countries (from 2020);Percentage;Railways;18.8
2015;Annual;European Union - 27 countries (from 2020);Percentage;Railways;18.8
2006;Annual;European Union - 27 countries (from 2020);Percentage;Roads;74.3
2014;Annual;European Union - 27 countries (from 2020);Percentage;Roads;73.9
2017;Annual;European Union - 27 countries (from 2020);Percentage;Roads;75.2
2006;Annual;European Union - 27 countries (from 2020);Percentage;Inland waterways;6.9
2008;Annual;European Union - 27 countries (from 2020);Percentage;Inland waterways;7.0
2010;Annual;France;Percentage;Railways;9.5
2009;Annual;Croatia;Percentage;Inland waterways;6.1
2013;Annual;Croatia;Percentage;Inland waterways;7.3
2016;Annual;Latvia;Percentage;Roads;23.4
2012;Annual;Malta;Percentage;Roads;100.0
2018;Annual;Netherlands;Percentage;Railways;6.4
2009;Annual;Austria;Percentage;Railways, inland waterways - sum of available data;35.7
2011;Annual;Austria;Percentage;Railways, inland waterways - sum of available data;36.5
2006;Annual;European Union - 28 countries (2013-2020);Percentage;Roads;75.4
2014;Annual;European Union - 28 countries (2013-2020);Percentage;Roads;74.8
2007;Annual;European Union - 28 countries (2013-2020);Percentage;Inland waterways;6.5
2006;Annual;Bulgaria;Percentage;Railways, inland waterways - sum of available data;52.6
2011;Annual;Bulgaria;Percentage;Railways, inland waterways - sum of available data;43.9
2018;Annual;Bulgaria;Percentage;Railways, inland waterways - sum of available data;43.8
2010;Annual;Czechia;Percentage;Roads;69.8
2012;Annual;Poland;Percentage;Railways, inland waterways - sum of available data;27.7
2010;Annual;France;Percentage;Roads;87.5
2014;Annual;France;Percentage;Roads;86.3
2017;Annual;France;Percentage;Roads;87.2
2018;Annual;France;Percentage;Roads;87.8
2007;Annual;Belgium;Percentage;Roads;72.9
2014;Annual;Belgium;Percentage;Roads;73.0
2015;Annual;Belgium;Percentage;Roads;73.6
2014;Annual;Belgium;Percentage;Inland waterways;15.9
2017;Annual;Belgium;Percentage;Inland waterways;15.7
2018;Annual;Belgium;Percentage;Inland waterways;16.1
2005;Annual;Czechia;Percentage;Inland waterways;0.1
2006;Annual;Czechia;Percentage;Inland waterways;0.1
2007;Annual;Czechia;Percentage;Inland waterways;0.1
2011;Annual;Czechia;Percentage;Inland waterways;0.1
2014;Annual;Czechia;Percentage;Inland waterways;0.1
2011;Annual;Denmark;Percentage;Railways;12.4
2014;Annual;Denmark;Percentage;Railways;11.2
2017;Annual;Denmark;Percentage;Railways;11.5
2012;Annual;Slovakia;Percentage;Inland waterways;4.7
2015;Annual;Slovakia;Percentage;Inland waterways;3.2
2005;Annual;Finland;Percentage;Railways, inland waterways - sum of available data;25.3
2007;Annual;Finland;Percentage;Railways, inland waterways - sum of available data;28.0
2010;Annual;Finland;Percentage;Railways, inland waterways - sum of available data;27.1
2016;Annual;Finland;Percentage;Railways, inland waterways - sum of available data;27.1
2006;Annual;Bulgaria;Percentage;Roads;47.4
2007;Annual;Bulgaria;Percentage;Roads;46.1
2009;Annual;Bulgaria;Percentage;Roads;50.5
2012;Annual;Bulgaria;Percentage;Roads;52.9
2014;Annual;Bulgaria;Percentage;Roads;54.9
2015;Annual;Bulgaria;Percentage;Roads;54.7
2005;Annual;Bulgaria;Percentage;Inland waterways;30.0
2011;Annual;Bulgaria;Percentage;Inland waterways;24.9
2016;Annual;Bulgaria;Percentage;Inland waterways;27.3
2010;Annual;France;Percentage;Inland waterways;3.0
2011;Annual;France;Percentage;Inland waterways;2.9
2012;Annual;France;Percentage;Inland waterways;3.0
2005;Annual;Lithuania;Percentage;Railways, inland waterways - sum of available data;73.6
2006;Annual;Lithuania;Percentage;Railways, inland waterways - sum of available data;71.1
2011;Annual;Lithuania;Percentage;Railways, inland waterways - sum of available data;73.7
2014;Annual;Lithuania;Percentage;Railways, inland waterways - sum of available data;68.1
2018;Annual;Lithuania;Percentage;Railways, inland waterways - sum of available data;67.9
2005;Annual;Bulgaria;Percentage;Railways;22.3
2011;Annual;Bulgaria;Percentage;Railways;19.0
2006;Annual;Czechia;Percentage;Railways;31.8
2008;Annual;European Union - 28 countries (2013-2020);Percentage;Railways, inland waterways - sum of available data;24.6
2009;Annual;European Union - 28 countries (2013-2020);Percentage;Railways, inland waterways - sum of available data;23.0
2011;Annual;European Union - 28 countries (2013-2020);Percentage;Railways, inland waterways - sum of available data;25.0
2015;Annual;European Union - 28 countries (2013-2020);Percentage;Railways, inland waterways - sum of available data;24.7
2010;Annual;Belgium;Percentage;Railways, inland waterways - sum of available data;26.6
2012;Annual;Belgium;Percentage;Railways, inland waterways - sum of available data;27.8
2013;Annual;Belgium;Percentage;Railways, inland waterways - sum of available data;26.9
2014;Annual;Belgium;Percentage;Railways, inland waterways - sum of available data;27.0
2008;Annual;Greece;Percentage;Railways, inland waterways - sum of available data;2.9
2006;Annual;Greece;Percentage;Roads;97.8
2016;Annual;Greece;Percentage;Roads;98.7
2018;Annual;Greece;Percentage;Roads;97.9
2006;Annual;Croatia;Percentage;Railways;21.9
2009;Annual;Croatia;Percentage;Railways;22.1
2006;Annual;Italy;Percentage;Roads;88.7
2015;Annual;Italy;Percentage;Roads;86.5
2006;Annual;Sweden;Percentage;Railways;32.2
2009;Annual;Sweden;Percentage;Railways;33.3
2014;Annual;Sweden;Percentage;Railways;30.4
2016;Annual;Sweden;Percentage;Railways;29.5
2005;Annual;United Kingdom;Percentage;Roads;88.6
2014;Annual;United Kingdom;Percentage;Roads;86.4
2015;Annual;United Kingdom;Percentage;Roads;89.0
2007;Annual;Germany (until 1990 former territory of the FRG);Percentage;Railways, inland waterways - sum of available data;30.3
2009;Annual;Germany (until 1990 former territory of the FRG);Percentage;Railways, inland waterways - sum of available data;28.2
2016;Annual;Germany (until 1990 former territory of the FRG);Percentage;Railways, inland waterways - sum of available data;29.5
2009;Annual;Estonia;Percentage;Railways, inland waterways - sum of available data;74.1
2010;Annual;Estonia;Percentage;Railways, inland waterways - sum of available data;75.4
2006;Annual;Estonia;Percentage;Roads;21.6
2010;Annual;Estonia;Percentage;Roads;24.6
2015;Annual;Estonia;Percentage;Roads;47.6
2007;Annual;Spain;Percentage;Roads;95.5
2015;Annual;Denmark;Percentage;Roads;88.0
2017;Annual;Denmark;Percentage;Roads;88.5
2005;Annual;Germany (until 1990 former territory of the FRG);Percentage;Railways;18.0
2015;Annual;Germany (until 1990 former territory of the FRG);Percentage;Railways;19.3
2016;Annual;Germany (until 1990 former territory of the FRG);Percentage;Railways;20.9
2011;Annual;United Kingdom;Percentage;Inland waterways;0.1
2014;Annual;United Kingdom;Percentage;Inland waterways;0.1
2016;Annual;United Kingdom;Percentage;Inland waterways;0.1
2005;Annual;Estonia;Percentage;Railways;80.0
2013;Annual;Estonia;Percentage;Railways;63.7
2014;Annual;Estonia;Percentage;Railways;55.2
2015;Annual;Estonia;Percentage;Railways;52.4
2016;Annual;Estonia;Percentage;Railways;42.9
2007;Annual;Italy;Percentage;Railways;11.9
2008;Annual;Italy;Percentage;Railways;11.3
2009;Annual;Italy;Percentage;Railways;9.2
2011;Annual;Italy;Percentage;Railways;11.2
2015;Annual;Italy;Percentage;Railways;13.4
2005;Annual;Luxembourg;Percentage;Roads;71.9
2010;Annual;Ireland;Percentage;Railways;0.9
2005;Annual;Spain;Percentage;Railways, inland waterways - sum of available data;5.2
2011;Annual;Spain;Percentage;Railways, inland waterways - sum of available data;5.0
2008;Annual;Germany (until 1990 former territory of the FRG);Percentage;Roads;70.0
2009;Annual;Germany (until 1990 former territory of the FRG);Percentage;Roads;71.8
2008;Annual;Germany (until 1990 former territory of the FRG);Percentage;Inland waterways;10.7
2014;Annual;Germany (until 1990 former territory of the FRG);Percentage;Inland waterways;9.9
2008;Annual;Italy;Percentage;Railways, inland waterways - sum of available data;11.3
2010;Annual;Italy;Percentage;Railways, inland waterways - sum of available data;9.3
2005;Annual;Hungary;Percentage;Roads;66.4
2016;Annual;Hungary;Percentage;Roads;66.1
2009;Annual;Netherlands;Percentage;Railways, inland waterways - sum of available data;47.0
2011;Annual;Netherlands;Percentage;Roads;48.2
2013;Annual;Netherlands;Percentage;Roads;48.2
2014;Annual;Netherlands;Percentage;Roads;48.2
2017;Annual;Netherlands;Percentage;Roads;49.4
2007;Annual;Hungary;Percentage;Inland waterways;5.8
2011;Annual;Hungary;Percentage;Inland waterways;5.7
2014;Annual;Hungary;Percentage;Inland waterways;5.5
2015;Annual;Hungary;Percentage;Inland waterways;5.4
2006;Annual;Portugal;Percentage;Railways;9.0
2009;Annual;Portugal;Percentage;Railways;9.4
2014;Annual;Portugal;Percentage;Railways;12.8
2017;Annual;Portugal;Percentage;Railways;14.1
2012;Annual;Italy;Percentage;Inland waterways;0.1
2014;Annual;Italy;Percentage;Inland waterways;0.0
2018;Annual;Italy;Percentage;Inland waterways;0.0
2015;Annual;Latvia;Percentage;Railways;79.8
2005;Annual;Lithuania;Percentage;Railways;73.6
2007;Annual;Lithuania;Percentage;Railways;70.9
2006;Annual;Luxembourg;Percentage;Railways, inland waterways - sum of available data;30.2
2010;Annual;Luxembourg;Percentage;Railways, inland waterways - sum of available data;24.5
2010;Annual;Romania;Percentage;Roads;36.9
2012;Annual;Romania;Percentage;Roads;39.4
2013;Annual;Romania;Percentage;Roads;40.3
2010;Annual;Romania;Percentage;Inland waterways;33.8
2015;Annual;Romania;Percentage;Inland waterways;30.4
2006;Annual;Switzerland;Percentage;Railways;34.8
2009;Annual;Switzerland;Percentage;Railways;33.5
2016;Annual;Switzerland;Percentage;Railways;37.5
2018;Annual;Switzerland;Percentage;Railways;34.7
2007;Annual;Slovakia;Percentage;Railways;42.3
2009;Annual;Slovakia;Percentage;Railways;35.8
2014;Annual;Slovakia;Percentage;Railways;38.9
2012;Annual;Sweden;Percentage;Railways, inland waterways - sum of available data;35.8
2013;Annual;Sweden;Percentage;Railways, inland waterways - sum of available data;33.7
2014;Annual;Sweden;Percentage;Railways, inland waterways - sum of available data;30.4
2015;Annual;Sweden;Percentage;Railways, inland waterways - sum of available data;29.5
2017;Annual;Sweden;Percentage;Railways, inland waterways - sum of available data;30.2
2010;Annual;Austria;Percentage;Roads;63.0
2012;Annual;Austria;Percentage;Roads;63.7
2009;Annual;Austria;Percentage;Inland waterways;3.6
2013;Annual;Austria;Percentage;Inland waterways;3.9
2016;Annual;Austria;Percentage;Inland waterways;3.0
2018;Annual;Austria;Percentage;Inland waterways;2.1
2008;Annual;Poland;Percentage;Roads;66.0
2013;Annual;Poland;Percentage;Roads;73.5
2016;Annual;Poland;Percentage;Roads;75.2
2017;Annual;Poland;Percentage;Roads;76.0
2009;Annual;Poland;Percentage;Inland waterways;0.1
2016;Annual;Poland;Percentage;Inland waterways;0.1
2006;Annual;Luxembourg;Percentage;Inland waterways;14.0
2007;Annual;Luxembourg;Percentage;Inland waterways;11.8
2006;Annual;Hungary;Percentage;Railways;28.0
2013;Annual;Hungary;Percentage;Railways;30.7
2018;Annual;Hungary;Percentage;Railways;27.0
2013;Annual;Spain;Percentage;Railways;5.3
2005;Annual;United Kingdom;Percentage;Railways, inland waterways - sum of available data;11.4
2010;Annual;United Kingdom;Percentage;Railways, inland waterways - sum of available data;11.0
2018;Annual;United Kingdom;Percentage;Railways, inland waterways - sum of available data;9.5
2010;Annual;Norway;Percentage;Railways;15.4
2013;Annual;Norway;Percentage;Railways;13.3
2008;Annual;Portugal;Percentage;Railways, inland waterways - sum of available data;9.7
2010;Annual;Portugal;Percentage;Railways, inland waterways - sum of available data;10.9
2007;Annual;Slovenia;Percentage;Railways;30.1
2010;Annual;Slovenia;Percentage;Railways;31.8
2014;Annual;Slovenia;Percentage;Railways;36.0
2005;Annual;Portugal;Percentage;Roads;90.8
2010;Annual;Portugal;Percentage;Roads;89.1
2014;Annual;Portugal;Percentage;Roads;87.2
2015;Annual;Portugal;Percentage;Roads;85.9
2018;Annual;Portugal;Percentage;Roads;85.8
2006;Annual;Romania;Percentage;Railways;25.0
2012;Annual;Romania;Percentage;Railways;31.4
2013;Annual;Romania;Percentage;Railways;30.7
2005;Annual;Norway;Percentage;Railways, inland waterways - sum of available data;15.7
2014;Annual;Norway;Percentage;Railways, inland waterways - sum of available data;13.7
2017;Annual;Norway;Percentage;Railways, inland waterways - sum of available data;15.2
2006;Annual;Switzerland;Percentage;Railways, inland waterways - sum of available data;35.0
2009;Annual;Switzerland;Percentage;Railways, inland waterways - sum of available data;33.7
2010;Annual;Switzerland;Percentage;Railways, inland waterways - sum of available data;34.0
2016;Annual;Switzerland;Percentage;Railways, inland waterways - sum of available data;37.6
2017;Annual;Switzerland;Percentage;Railways, inland waterways - sum of available data;34.9
2005;Annual;Cyprus;Percentage;Roads;100.0
2006;Annual;Cyprus;Percentage;Roads;100.0
2007;Annual;Cyprus;Percentage;Roads;100.0
2005;Annual;Lithuania;Percentage;Roads;26.4
2013;Annual;Lithuania;Percentage;Roads;33.4
2018;Annual;Lithuania;Percentage;Roads;32.1
2006;Annual;Netherlands;Percentage;Inland waterways;42.9
2010;Annual;Netherlands;Percentage;Inland waterways;45.8
2014;Annual;Netherlands;Percentage;Inland waterways;46.1
2018;Annual;Netherlands;Percentage;Inland waterways;43.2
2006;Annual;Austria;Percentage;Railways;36.0
2007;Annual;Austria;Percentage;Railways;34.2
2008;Annual;Austria;Percentage;Railways;33.6
2014;Annual;Austria;Percentage;Railways;33.1
2014;Annual;Lithuania;Percentage;Inland waterways;0.0
2009;Annual;Luxembourg;Percentage;Railways;8.2
2011;Annual;Luxembourg;Percentage;Railways;10.5
2013;Annual;Luxembourg;Percentage;Railways;7.3
2014;Annual;Luxembourg;Percentage;Railways;6.1
2018;Annual;Luxembourg;Percentage;Railways;8.2
2011;Annual;Slovenia;Percentage;Railways, inland waterways - sum of available data;34.0
2012;Annual;Slovenia;Percentage;Railways, inland waterways - sum of available data;32.8
2005;Annual;Finland;Percentage;Railways;25.2
2008;Annual;Finland;Percentage;Railways;27.2
2017;Annual;Finland;Percentage;Railways;27.3
2009;Annual;Hungary;Percentage;Railways, inland waterways - sum of available data;29.9
2012;Annual;Hungary;Percentage;Railways, inland waterways - sum of available data;36.2
2018;Annual;Hungary;Percentage;Railways, inland waterways - sum of available data;31.1
2011;Annual;Poland;Percentage;Railways;29.9
2005;Annual;Slovenia;Percentage;Roads;68.9
2006;Annual;Slovenia;Percentage;Roads;70.2
2016;Annual;Slovenia;Percentage;Roads;66.1
2017;Annual;Finland;Percentage;Roads;72.4
2008;Annual;Finland;Percentage;Inland waterways;0.2
2013;Annual;Finland;Percentage;Inland waterways;0.4
2016;Annual;Sweden;Percentage;Inland waterways;0.0
2005;Annual;Sweden;Percentage;Roads;67.6
2016;Annual;Sweden;Percentage;Roads;70.5
2011;Annual;European Union - 28 countries (2013-2020);Percentage;Railways;18.7
2014;Annual;European Union - 28 countries (2013-2020);Percentage;Railways;18.4
2015;Annual;European Union - 28 countries (2013-2020);Percentage;Railways;18.2
2016;Annual;European Union - 28 countries (2013-2020);Percentage;Railways;18.2
2015;Annual;Belgium;Percentage;Railways;11.2
2017;Annual;Belgium;Percentage;Railways;10.7
2006;Annual;Greece;Percentage;Railways;2.2
2009;Annual;Greece;Percentage;Railways;2.1
2005;Annual;France;Percentage;Railways, inland waterways - sum of available data;14.4
2008;Annual;France;Percentage;Railways, inland waterways - sum of available data;14.1
2005;Annual;Croatia;Percentage;Railways, inland waterways - sum of available data;25.1
2009;Annual;Croatia;Percentage;Railways, inland waterways - sum of available data;28.2
2011;Annual;Croatia;Percentage;Railways, inland waterways - sum of available data;28.8
2009;Annual;Latvia;Percentage;Railways, inland waterways - sum of available data;85.4
2008;Annual;Slovakia;Percentage;Railways, inland waterways - sum of available data;45.1
2010;Annual;Slovakia;Percentage;Railways, inland waterways - sum of available data;44.1
2018;Annual;Slovakia;Percentage;Railways, inland waterways - sum of available data;35.6
2006;Annual;United Kingdom;Percentage;Railways;11.3
2007;Annual;United Kingdom;Percentage;Railways;10.7
2008;Annual;United Kingdom;Percentage;Railways;11.2
2009;Annual;United Kingdom;Percentage;Railways;11.7
2016;Annual;United Kingdom;Percentage;Railways;9.4
2018;Annual;United Kingdom;Percentage;Railways;9.4
2008;Annual;Norway;Percentage;Roads;84.4
2009;Annual;Norway;Percentage;Roads;83.6
2011;Annual;Norway;Percentage;Roads;84.2
2006;Annual;Switzerland;Percentage;Roads;65.0
2011;Annual;Switzerland;Percentage;Roads;64.7
2008;Annual;Switzerland;Percentage;Inland waterways;0.1
2012;Annual;Switzerland;Percentage;Inland waterways;0.2
2014;Annual;Switzerland;Percentage;Inland waterways;0.1
2006;Annual;European Union - 27 countries (from 2020);Percentage;Railways, inland waterways - sum of available data;25.7
2008;Annual;European Union - 27 countries (from 2020);Percentage;Railways, inland waterways - sum of available data;25.7
2014;Annual;European Union - 27 countries (from 2020);Percentage;Railways, inland waterways - sum of available data;26.1
2016;Annual;European Union - 27 countries (from 2020);Percentage;Railways, inland waterways - sum of available data;25.6
2005;Annual;European Union - 27 countries (from 2020);Percentage;Railways;18.5
2007;Annual;European Union - 27 countries (from 2020);Percentage;Railways;18.8
2009;Annual;European Union - 27 countries (from 2020);Percentage;Railways;17.3
2017;Annual;European Union - 27 countries (from 2020);Percentage;Railways;18.3
2007;Annual;European Union - 27 countries (from 2020);Percentage;Roads;74.2
2008;Annual;European Union - 27 countries (from 2020);Percentage;Roads;74.3
2009;Annual;European Union - 27 countries (from 2020);Percentage;Roads;76.1
2011;Annual;European Union - 27 countries (from 2020);Percentage;Roads;74.0
2013;Annual;European Union - 27 countries (from 2020);Percentage;Roads;73.9
2018;Annual;European Union - 27 countries (from 2020);Percentage;Roads;75.3
2012;Annual;European Union - 27 countries (from 2020);Percentage;Inland waterways;7.4
2013;Annual;European Union - 27 countries (from 2020);Percentage;Inland waterways;7.4
2015;Annual;European Union - 27 countries (from 2020);Percentage;Inland waterways;7.0
2005;Annual;Croatia;Percentage;Roads;74.9
2016;Annual;Croatia;Percentage;Roads;73.4
2007;Annual;Croatia;Percentage;Inland waterways;5.6
2011;Annual;Croatia;Percentage;Inland waterways;6.4
2012;Annual;Latvia;Percentage;Roads;15.9
2015;Annual;Latvia;Percentage;Roads;20.2
2009;Annual;Malta;Percentage;Roads;100.0
2010;Annual;Netherlands;Percentage;Railways;5.8
2014;Annual;Austria;Percentage;Railways, inland waterways - sum of available data;36.6
2016;Annual;European Union - 28 countries (2013-2020);Percentage;Roads;75.6
2015;Annual;European Union - 28 countries (2013-2020);Percentage;Inland waterways;6.5
2013;Annual;Bulgaria;Percentage;Railways, inland waterways - sum of available data;44.0
2005;Annual;Poland;Percentage;Railways, inland waterways - sum of available data;36.7
2008;Annual;Poland;Percentage;Railways, inland waterways - sum of available data;34.0
2009;Annual;Slovakia;Percentage;Roads;59.6
2009;Annual;Denmark;Percentage;Railways, inland waterways - sum of available data;9.1
2016;Annual;Denmark;Percentage;Railways, inland waterways - sum of available data;11.3
2006;Annual;France;Percentage;Roads;85.8
2013;Annual;Czechia;Percentage;Railways, inland waterways - sum of available data;28.3
2015;Annual;France;Percentage;Railways;11.7
2007;Annual;Croatia;Percentage;Roads;71.5
2012;Annual;Croatia;Percentage;Roads;70.5
2015;Annual;Croatia;Percentage;Roads;72.9
2014;Annual;Croatia;Percentage;Inland waterways;6.9
2016;Annual;Croatia;Percentage;Inland waterways;7.4
2005;Annual;Malta;Percentage;Roads;100.0
2008;Annual;Malta;Percentage;Roads;100.0
2018;Annual;Malta;Percentage;Roads;100.0
2006;Annual;Austria;Percentage;Railways, inland waterways - sum of available data;39.2
2010;Annual;Austria;Percentage;Railways, inland waterways - sum of available data;37.0
2015;Annual;Bulgaria;Percentage;Railways, inland waterways - sum of available data;45.3
2009;Annual;Czechia;Percentage;Roads;69.5
2013;Annual;Czechia;Percentage;Roads;71.7
2014;Annual;Czechia;Percentage;Roads;71.7
2016;Annual;Belgium;Percentage;Roads;74.3
2017;Annual;Belgium;Percentage;Roads;73.6
2012;Annual;Czechia;Percentage;Inland waterways;0.1
2018;Annual;Czechia;Percentage;Inland waterways;0.0
2005;Annual;Slovakia;Percentage;Inland waterways;4.2
2008;Annual;Slovakia;Percentage;Inland waterways;4.8
2013;Annual;Slovakia;Percentage;Inland waterways;4.6
2014;Annual;Slovakia;Percentage;Inland waterways;4.0
2015;Annual;Finland;Percentage;Railways, inland waterways - sum of available data;27.4
2017;Annual;Finland;Percentage;Railways, inland waterways - sum of available data;27.6
2008;Annual;Bulgaria;Percentage;Roads;45.1
2011;Annual;Bulgaria;Percentage;Roads;56.1
2018;Annual;Bulgaria;Percentage;Roads;56.2
2006;Annual;Bulgaria;Percentage;Inland waterways;29.2
2007;Annual;Bulgaria;Percentage;Inland waterways;30.8
2009;Annual;Bulgaria;Percentage;Inland waterways;31.4
2010;Annual;Bulgaria;Percentage;Inland waterways;33.6
2015;Annual;Bulgaria;Percentage;Inland waterways;27.4
2018;Annual;Bulgaria;Percentage;Inland waterways;24.5
2016;Annual;France;Percentage;Inland waterways;2.8
2009;Annual;Lithuania;Percentage;Railways, inland waterways - sum of available data;70.4
2012;Annual;Lithuania;Percentage;Railways, inland waterways - sum of available data;70.3
2009;Annual;Bulgaria;Percentage;Railways;18.1
2012;Annual;Bulgaria;Percentage;Railways;16.6
2013;Annual;Bulgaria;Percentage;Railways;16.6
2014;Annual;Bulgaria;Percentage;Railways;18.2
2018;Annual;Bulgaria;Percentage;Railways;19.3
2010;Annual;Czechia;Percentage;Railways;30.1
2006;Annual;European Union - 28 countries (2013-2020);Percentage;Railways, inland waterways - sum of available data;24.6
2007;Annual;European Union - 28 countries (2013-2020);Percentage;Railways, inland waterways - sum of available data;24.6
2014;Annual;European Union - 28 countries (2013-2020);Percentage;Railways, inland waterways - sum of available data;25.2
2016;Annual;European Union - 28 countries (2013-2020);Percentage;Railways, inland waterways - sum of available data;24.4
2018;Annual;Belgium;Percentage;Railways, inland waterways - sum of available data;27.9
2012;Annual;Greece;Percentage;Railways, inland waterways - sum of available data;1.5
2018;Annual;Greece;Percentage;Railways, inland waterways - sum of available data;2.1
2005;Annual;Greece;Percentage;Roads;97.3
2013;Annual;Greece;Percentage;Roads;98.5
2014;Annual;Greece;Percentage;Roads;98.3
2010;Annual;Croatia;Percentage;Railways;22.8
2010;Annual;Italy;Percentage;Roads;90.7
2014;Annual;Italy;Percentage;Roads;86.8
2005;Annual;Sweden;Percentage;Railways;32.4
2007;Annual;Sweden;Percentage;Railways;32.7
2008;Annual;Sweden;Percentage;Railways;31.9
2007;Annual;United Kingdom;Percentage;Roads;89.3
2011;Annual;United Kingdom;Percentage;Roads;87.9
2012;Annual;United Kingdom;Percentage;Roads;87.8
2011;Annual;Germany (until 1990 former territory of the FRG);Percentage;Railways, inland waterways - sum of available data;28.7
2012;Annual;Germany (until 1990 former territory of the FRG);Percentage;Railways, inland waterways - sum of available data;29.2
2015;Annual;Germany (until 1990 former territory of the FRG);Percentage;Railways, inland waterways - sum of available data;28.4
2013;Annual;Estonia;Percentage;Roads;36.3
2013;Annual;Spain;Percentage;Roads;94.7
2015;Annual;Spain;Percentage;Roads;94.2
2018;Annual;Spain;Percentage;Roads;95.0
2007;Annual;Denmark;Percentage;Roads;91.1
2010;Annual;Denmark;Percentage;Roads;88.5
2012;Annual;Denmark;Percentage;Roads;89.1
2007;Annual;Germany (until 1990 former territory of the FRG);Percentage;Railways;19.3
2017;Annual;Germany (until 1990 former territory of the FRG);Percentage;Railways;19.2
2005;Annual;United Kingdom;Percentage;Inland waterways;0.1
2007;Annual;United Kingdom;Percentage;Inland waterways;0.1
2008;Annual;United Kingdom;Percentage;Inland waterways;0.1
2006;Annual;Estonia;Percentage;Railways;78.4
2006;Annual;Ireland;Percentage;Railways, inland waterways - sum of available data;1.3
2013;Annual;Ireland;Percentage;Railways, inland waterways - sum of available data;1.1
2016;Annual;Ireland;Percentage;Railways, inland waterways - sum of available data;0.9
2018;Annual;Ireland;Percentage;Railways, inland waterways - sum of available data;0.8
2006;Annual;Italy;Percentage;Railways;11.3
2014;Annual;Italy;Percentage;Railways;13.2
2017;Annual;Italy;Percentage;Railways;13.6
2018;Annual;Italy;Percentage;Railways;13.1
2010;Annual;Luxembourg;Percentage;Roads;75.5
2012;Annual;Luxembourg;Percentage;Roads;84.0
2007;Annual;Ireland;Percentage;Railways;0.8
2009;Annual;Ireland;Percentage;Railways;0.8
2011;Annual;Ireland;Percentage;Railways;1.2
2012;Annual;Ireland;Percentage;Railways;1.0
2015;Annual;Ireland;Percentage;Railways;1.0
2015;Annual;Spain;Percentage;Railways, inland waterways - sum of available data;5.8
2016;Annual;Spain;Percentage;Railways, inland waterways - sum of available data;5.3
2005;Annual;Germany (until 1990 former territory of the FRG);Percentage;Roads;69.9
2007;Annual;Germany (until 1990 former territory of the FRG);Percentage;Roads;69.7
2012;Annual;Germany (until 1990 former territory of the FRG);Percentage;Roads;70.8
2014;Annual;Germany (until 1990 former territory of the FRG);Percentage;Roads;71.3
2009;Annual;Germany (until 1990 former territory of the FRG);Percentage;Inland waterways;10.4
2011;Annual;Germany (until 1990 former territory of the FRG);Percentage;Inland waterways;9.4
2013;Annual;Germany (until 1990 former territory of the FRG);Percentage;Inland waterways;10.2
2005;Annual;Italy;Percentage;Railways, inland waterways - sum of available data;10.1
