Country;Date;Frequency;Measurement;Value;Vehicle Category
United States;2017;Annual;absolute value;983232.0;Motor coaches, buses and trolley bus
United States;1995;Annual;per 1000 inhabitants;3.0;Motor coaches, buses and trolley bus
United States;1997;Annual;per 1000 inhabitants;3.0;Motor coaches, buses and trolley bus
United States;2000;Annual;per 1000 inhabitants;3.0;Motor coaches, buses and trolley bus
United States;2004;Annual;per 1000 inhabitants;3.0;Motor coaches, buses and trolley bus
United States;2006;Annual;per 1000 inhabitants;3.0;Motor coaches, buses and trolley bus
United States;2014;Annual;per 1000 inhabitants;3.0;Motor coaches, buses and trolley bus
United States;2016;Annual;per 1000 inhabitants;3.0;Motor coaches, buses and trolley bus
United States;1995;Annual;absolute value;999.0;Trams
United States;1997;Annual;absolute value;1229.0;Trams
United States;2001;Annual;absolute value;1366.0;Trams
United States;1999;Annual;per 1000 inhabitants;0.0;Trams
Uzbekistan;1994;Annual;per 1000 inhabitants;44.0;Passenger cars
Uzbekistan;2018;Annual;per 1000 inhabitants;70.0;Passenger cars
Uzbekistan;2018;Annual;absolute value;20328.0;Motor coaches, buses and trolley bus
Uzbekistan;2014;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Uzbekistan;2015;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Uzbekistan;2018;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Uzbekistan;1995;Annual;absolute value;424.0;Trams
Uzbekistan;2016;Annual;absolute value;82.0;Trams
Uzbekistan;2014;Annual;per 1000 inhabitants;0.0;Trams
Austria;2013;Annual;absolute value;42593.0;Special purpose vehicles
Austria;2017;Annual;absolute value;47276.0;Special purpose vehicles
Belgium;2014;Annual;absolute value;66570.0;Special purpose vehicles
Bosnia and Herzegovina;2017;Annual;per 1000 inhabitants;2.0;Special purpose vehicles
Bosnia and Herzegovina;2017;Annual;absolute value;5658.0;Special purpose vehicles
Croatia;2017;Annual;absolute value;12824.0;Special purpose vehicles
Cyprus;2011;Annual;absolute value;4237.0;Special purpose vehicles
Cyprus;2014;Annual;absolute value;3002.0;Special purpose vehicles
Cyprus;2017;Annual;absolute value;3308.0;Special purpose vehicles
Cyprus;2008;Annual;per 1000 inhabitants;6.0;Special purpose vehicles
Bulgaria;2013;Annual;absolute value;33825.0;Special purpose vehicles
Czechia;2012;Annual;absolute value;33641.0;Special purpose vehicles
Czechia;2013;Annual;absolute value;32447.0;Special purpose vehicles
Denmark;2014;Annual;per 1000 inhabitants;0.0;Special purpose vehicles
Finland;2014;Annual;absolute value;77777.0;Special purpose vehicles
Finland;2016;Annual;absolute value;80022.0;Special purpose vehicles
Finland;2018;Annual;absolute value;85528.0;Special purpose vehicles
Finland;2018;Annual;per 1000 inhabitants;16.0;Special purpose vehicles
France;2016;Annual;absolute value;587153.0;Special purpose vehicles
France;2015;Annual;per 1000 inhabitants;7.0;Special purpose vehicles
France;2017;Annual;per 1000 inhabitants;10.0;Special purpose vehicles
Denmark;2016;Annual;absolute value;1227.0;Special purpose vehicles
Denmark;2017;Annual;absolute value;1196.0;Special purpose vehicles
Germany;2015;Annual;absolute value;282374.0;Special purpose vehicles
Germany;2010;Annual;per 1000 inhabitants;3.0;Special purpose vehicles
Germany;2016;Annual;per 1000 inhabitants;4.0;Special purpose vehicles
Greece;2014;Annual;absolute value;21378.0;Special purpose vehicles
Hungary;2017;Annual;absolute value;11069.0;Special purpose vehicles
Latvia;2014;Annual;absolute value;4980.0;Special purpose vehicles
Latvia;2015;Annual;absolute value;4938.0;Special purpose vehicles
Luxembourg;2014;Annual;absolute value;2936.0;Special purpose vehicles
Luxembourg;2013;Annual;per 1000 inhabitants;5.0;Special purpose vehicles
Luxembourg;2014;Annual;per 1000 inhabitants;5.0;Special purpose vehicles
Luxembourg;2016;Annual;per 1000 inhabitants;5.0;Special purpose vehicles
Ireland;2011;Annual;absolute value;40905.0;Special purpose vehicles
Malta;2017;Annual;absolute value;3421.0;Special purpose vehicles
Malta;2014;Annual;per 1000 inhabitants;7.0;Special purpose vehicles
Malta;2017;Annual;per 1000 inhabitants;7.0;Special purpose vehicles
Italy;2015;Annual;per 1000 inhabitants;11.0;Special purpose vehicles
Italy;2017;Annual;per 1000 inhabitants;12.0;Special purpose vehicles
Latvia;2016;Annual;per 1000 inhabitants;2.0;Special purpose vehicles
Latvia;2017;Annual;per 1000 inhabitants;2.0;Special purpose vehicles
Liechtenstein;2014;Annual;absolute value;647.0;Special purpose vehicles
Liechtenstein;2014;Annual;per 1000 inhabitants;17.0;Special purpose vehicles
Poland;2013;Annual;per 1000 inhabitants;4.0;Special purpose vehicles
Poland;2014;Annual;per 1000 inhabitants;4.0;Special purpose vehicles
Poland;2017;Annual;per 1000 inhabitants;5.0;Special purpose vehicles
Lithuania;2018;Annual;absolute value;10313.0;Special purpose vehicles
Lithuania;2016;Annual;per 1000 inhabitants;4.0;Special purpose vehicles
Netherlands;2014;Annual;absolute value;61145.0;Special purpose vehicles
Norway;2017;Annual;per 1000 inhabitants;1.0;Special purpose vehicles
Portugal;2013;Annual;absolute value;29043.0;Special purpose vehicles
Romania;2008;Annual;absolute value;30726.0;Special purpose vehicles
Romania;2015;Annual;absolute value;35306.0;Special purpose vehicles
Romania;2011;Annual;per 1000 inhabitants;2.0;Special purpose vehicles
Sweden;2016;Annual;absolute value;21482.0;Special purpose vehicles
Sweden;2017;Annual;per 1000 inhabitants;2.0;Special purpose vehicles
Slovenia;2016;Annual;absolute value;16098.0;Special purpose vehicles
Switzerland;2015;Annual;absolute value;100.0;Special purpose vehicles
Switzerland;2017;Annual;absolute value;1000.0;Special purpose vehicles
Slovenia;2014;Annual;per 1000 inhabitants;7.0;Special purpose vehicles
Slovenia;2018;Annual;per 1000 inhabitants;9.0;Special purpose vehicles
Switzerland;2013;Annual;per 1000 inhabitants;0.0;Special purpose vehicles
Turkey;2013;Annual;per 1000 inhabitants;0.0;Special purpose vehicles
Turkey;2017;Annual;per 1000 inhabitants;1.0;Special purpose vehicles
Turkey;2009;Annual;absolute value;34104.0;Special purpose vehicles
Turkey;2017;Annual;absolute value;60099.0;Special purpose vehicles
United Kingdom;2015;Annual;per 1000 inhabitants;0.0;Special purpose vehicles
Uzbekistan;2015;Annual;absolute value;2820.0;Special purpose vehicles
Uzbekistan;2016;Annual;per 1000 inhabitants;0.0;Special purpose vehicles
Albania;1996;Annual;absolute value;5541.0;Motorcycles
Albania;2001;Annual;absolute value;3447.0;Motorcycles
Albania;2006;Annual;absolute value;11639.0;Motorcycles
Albania;2009;Annual;absolute value;20874.0;Motorcycles
Albania;1996;Annual;per 1000 inhabitants;2.0;Motorcycles
Albania;1996;Annual;absolute value;68000.0;Passenger cars
Albania;1997;Annual;absolute value;88000.0;Passenger cars
Albania;1999;Annual;absolute value;99000.0;Passenger cars
Albania;2008;Annual;absolute value;264828.0;Passenger cars
Albania;2009;Annual;absolute value;281236.0;Passenger cars
Albania;2012;Annual;absolute value;297341.0;Passenger cars
Albania;2007;Annual;per 1000 inhabitants;80.0;Passenger cars
Albania;2009;Annual;per 1000 inhabitants;96.0;Passenger cars
Albania;2012;Annual;per 1000 inhabitants;103.0;Passenger cars
Albania;2013;Annual;per 1000 inhabitants;118.0;Passenger cars
Albania;1994;Annual;absolute value;8149.0;Motor coaches, buses and trolley bus
Albania;1998;Annual;absolute value;9227.0;Motor coaches, buses and trolley bus
Albania;2001;Annual;absolute value;20813.0;Motor coaches, buses and trolley bus
Albania;2003;Annual;absolute value;21693.0;Motor coaches, buses and trolley bus
Albania;2000;Annual;per 1000 inhabitants;5.0;Motor coaches, buses and trolley bus
Albania;2001;Annual;per 1000 inhabitants;7.0;Motor coaches, buses and trolley bus
Albania;2002;Annual;per 1000 inhabitants;7.0;Motor coaches, buses and trolley bus
Albania;1995;Annual;absolute value;0.0;Trams
Albania;1996;Annual;absolute value;0.0;Trams
Albania;2000;Annual;absolute value;0.0;Trams
Andorra;2013;Annual;per 1000 inhabitants;30.0;Mopeds
Andorra;1995;Annual;absolute value;8601.0;Motorcycles
Andorra;1999;Annual;absolute value;8712.0;Motorcycles
Andorra;2003;Annual;absolute value;6200.0;Motorcycles
Andorra;1998;Annual;absolute value;38200.0;Passenger cars
Andorra;2001;Annual;absolute value;42600.0;Passenger cars
Andorra;2002;Annual;absolute value;43900.0;Passenger cars
Andorra;1995;Annual;absolute value;159.0;Motor coaches, buses and trolley bus
Andorra;1998;Annual;absolute value;168.0;Motor coaches, buses and trolley bus
Andorra;2004;Annual;absolute value;202.0;Motor coaches, buses and trolley bus
Andorra;2002;Annual;absolute value;0.0;Trams
Andorra;2003;Annual;absolute value;0.0;Trams
Armenia;1994;Annual;absolute value;8744.0;Motorcycles
Armenia;1997;Annual;per 1000 inhabitants;2.0;Motorcycles
Armenia;1993;Annual;absolute value;140.0;Trams
Armenia;1994;Annual;absolute value;125.0;Trams
Armenia;2000;Annual;absolute value;75.0;Trams
Armenia;1995;Annual;per 1000 inhabitants;0.0;Trams
Armenia;1999;Annual;per 1000 inhabitants;0.0;Trams
Austria;1997;Annual;absolute value;363000.0;Mopeds
Austria;2002;Annual;absolute value;304000.0;Mopeds
Austria;2005;Annual;absolute value;301000.0;Mopeds
Austria;2012;Annual;absolute value;300000.0;Mopeds
Austria;1995;Annual;per 1000 inhabitants;47.0;Mopeds
Austria;2005;Annual;per 1000 inhabitants;37.0;Mopeds
Austria;2007;Annual;per 1000 inhabitants;36.0;Mopeds
Austria;2008;Annual;per 1000 inhabitants;36.0;Mopeds
Austria;2011;Annual;per 1000 inhabitants;36.0;Mopeds
Austria;2013;Annual;per 1000 inhabitants;35.0;Mopeds
Austria;2014;Annual;per 1000 inhabitants;34.0;Mopeds
Austria;1996;Annual;absolute value;194000.0;Motorcycles
Austria;1997;Annual;absolute value;213000.0;Motorcycles
Austria;1998;Annual;absolute value;238000.0;Motorcycles
Austria;2000;Annual;absolute value;280000.0;Motorcycles
Austria;2006;Annual;absolute value;332000.0;Motorcycles
Austria;2010;Annual;absolute value;394000.0;Motorcycles
Austria;2000;Annual;per 1000 inhabitants;35.0;Motorcycles
Austria;2001;Annual;per 1000 inhabitants;37.0;Motorcycles
Austria;2003;Annual;per 1000 inhabitants;38.0;Motorcycles
Austria;2007;Annual;per 1000 inhabitants;42.0;Motorcycles
Austria;2010;Annual;per 1000 inhabitants;47.0;Motorcycles
Austria;2012;Annual;per 1000 inhabitants;51.0;Motorcycles
Austria;1999;Annual;absolute value;4010000.0;Passenger cars
Austria;2016;Annual;absolute value;4821557.0;Passenger cars
Austria;1996;Annual;per 1000 inhabitants;464.0;Passenger cars
Austria;1997;Annual;per 1000 inhabitants;475.0;Passenger cars
Austria;2000;Annual;per 1000 inhabitants;511.0;Passenger cars
Austria;2002;Annual;per 1000 inhabitants;493.0;Passenger cars
Austria;2014;Annual;per 1000 inhabitants;550.0;Passenger cars
Austria;1997;Annual;absolute value;9718.0;Motor coaches, buses and trolley bus
Austria;2002;Annual;absolute value;9179.0;Motor coaches, buses and trolley bus
Austria;2006;Annual;absolute value;9297.0;Motor coaches, buses and trolley bus
Austria;2008;Annual;absolute value;9368.0;Motor coaches, buses and trolley bus
Austria;1995;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Austria;1999;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Austria;2016;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Austria;2005;Annual;per 1000 inhabitants;15.0;Trams
Azerbaijan;1993;Annual;absolute value;11587.0;Motorcycles
Azerbaijan;1996;Annual;absolute value;9583.0;Motorcycles
Azerbaijan;2005;Annual;absolute value;3562.0;Motorcycles
Azerbaijan;2006;Annual;absolute value;3408.0;Motorcycles
Azerbaijan;2009;Annual;absolute value;2000.0;Motorcycles
Azerbaijan;2010;Annual;absolute value;1600.0;Motorcycles
Azerbaijan;2014;Annual;absolute value;2877.0;Motorcycles
Azerbaijan;2017;Annual;absolute value;3077.0;Motorcycles
Azerbaijan;1993;Annual;per 1000 inhabitants;2.0;Motorcycles
Azerbaijan;1999;Annual;per 1000 inhabitants;1.0;Motorcycles
Azerbaijan;2000;Annual;per 1000 inhabitants;1.0;Motorcycles
Azerbaijan;2011;Annual;per 1000 inhabitants;0.0;Motorcycles
Azerbaijan;2004;Annual;absolute value;403964.0;Passenger cars
Azerbaijan;2007;Annual;absolute value;616853.0;Passenger cars
Azerbaijan;2012;Annual;absolute value;958594.0;Passenger cars
Azerbaijan;1999;Annual;per 1000 inhabitants;38.0;Passenger cars
Azerbaijan;2000;Annual;per 1000 inhabitants;41.0;Passenger cars
Azerbaijan;2001;Annual;per 1000 inhabitants;42.0;Passenger cars
Azerbaijan;2005;Annual;per 1000 inhabitants;56.0;Passenger cars
Azerbaijan;2009;Annual;per 1000 inhabitants;85.0;Passenger cars
Azerbaijan;2010;Annual;per 1000 inhabitants;90.0;Passenger cars
Azerbaijan;2011;Annual;per 1000 inhabitants;95.0;Passenger cars
Azerbaijan;2013;Annual;per 1000 inhabitants;112.0;Passenger cars
Azerbaijan;1995;Annual;absolute value;12768.0;Motor coaches, buses and trolley bus
Azerbaijan;1996;Annual;absolute value;12925.0;Motor coaches, buses and trolley bus
Azerbaijan;1997;Annual;absolute value;12053.0;Motor coaches, buses and trolley bus
Azerbaijan;1998;Annual;absolute value;13666.0;Motor coaches, buses and trolley bus
Azerbaijan;2005;Annual;absolute value;26735.0;Motor coaches, buses and trolley bus
Azerbaijan;2008;Annual;absolute value;29340.0;Motor coaches, buses and trolley bus
Azerbaijan;2010;Annual;absolute value;29569.0;Motor coaches, buses and trolley bus
Azerbaijan;2014;Annual;absolute value;30943.0;Motor coaches, buses and trolley bus
Azerbaijan;1994;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Azerbaijan;1995;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Azerbaijan;2000;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Azerbaijan;2008;Annual;per 1000 inhabitants;3.0;Motor coaches, buses and trolley bus
Azerbaijan;2014;Annual;per 1000 inhabitants;3.0;Motor coaches, buses and trolley bus
Azerbaijan;2017;Annual;per 1000 inhabitants;3.0;Motor coaches, buses and trolley bus
Belarus;1998;Annual;absolute value;566080.0;Motorcycles
Belarus;2013;Annual;absolute value;387948.0;Motorcycles
Belarus;2014;Annual;absolute value;406052.0;Motorcycles
Belarus;2005;Annual;per 1000 inhabitants;46.0;Motorcycles
Belarus;2013;Annual;per 1000 inhabitants;41.0;Motorcycles
Belarus;2016;Annual;per 1000 inhabitants;44.0;Motorcycles
Belarus;2012;Annual;absolute value;2748534.0;Passenger cars
Belarus;1993;Annual;per 1000 inhabitants;76.0;Passenger cars
Belarus;1998;Annual;per 1000 inhabitants;127.0;Passenger cars
Belarus;2012;Annual;per 1000 inhabitants;290.0;Passenger cars
Belarus;2014;Annual;per 1000 inhabitants;310.0;Passenger cars
Belarus;2015;Annual;per 1000 inhabitants;320.0;Passenger cars
Belarus;2016;Annual;per 1000 inhabitants;324.0;Passenger cars
Belarus;2012;Annual;absolute value;46624.0;Motor coaches, buses and trolley bus
Belarus;2014;Annual;per 1000 inhabitants;5.0;Motor coaches, buses and trolley bus
Belarus;2008;Annual;absolute value;333.0;Trams
Belarus;2016;Annual;absolute value;313.0;Trams
Belarus;1995;Annual;per 1000 inhabitants;0.0;Trams
Belarus;1997;Annual;per 1000 inhabitants;0.0;Trams
Belarus;1998;Annual;per 1000 inhabitants;0.0;Trams
Belarus;2009;Annual;per 1000 inhabitants;0.0;Trams
Belgium;1994;Annual;absolute value;187000.0;Motorcycles
Belgium;1995;Annual;absolute value;200000.0;Motorcycles
Belgium;1997;Annual;absolute value;225000.0;Motorcycles
Belgium;1998;Annual;absolute value;241000.0;Motorcycles
Belgium;1999;Annual;absolute value;261000.0;Motorcycles
Belgium;2001;Annual;absolute value;294000.0;Motorcycles
Belgium;2005;Annual;absolute value;346000.0;Motorcycles
Belgium;2007;Annual;absolute value;374000.0;Motorcycles
Belgium;2009;Annual;absolute value;404000.0;Motorcycles
Belgium;2001;Annual;per 1000 inhabitants;29.0;Motorcycles
Belgium;2010;Annual;per 1000 inhabitants;38.0;Motorcycles
Belgium;1995;Annual;absolute value;4273000.0;Passenger cars
Belgium;2005;Annual;absolute value;4919000.0;Passenger cars
Belgium;2009;Annual;absolute value;5193000.0;Passenger cars
Belgium;2015;Annual;absolute value;5623579.0;Passenger cars
Belgium;2004;Annual;per 1000 inhabitants;468.0;Passenger cars
Belgium;2011;Annual;per 1000 inhabitants;492.0;Passenger cars
Belgium;2013;Annual;per 1000 inhabitants;494.0;Passenger cars
Belgium;2015;Annual;per 1000 inhabitants;500.0;Passenger cars
Belgium;1994;Annual;absolute value;14880.0;Motor coaches, buses and trolley bus
Belgium;1996;Annual;absolute value;14660.0;Motor coaches, buses and trolley bus
Belgium;1998;Annual;absolute value;14588.0;Motor coaches, buses and trolley bus
Belgium;1999;Annual;absolute value;14673.0;Motor coaches, buses and trolley bus
Belgium;2002;Annual;absolute value;14769.0;Motor coaches, buses and trolley bus
Belgium;2004;Annual;absolute value;15328.0;Motor coaches, buses and trolley bus
Belgium;2005;Annual;absolute value;15391.0;Motor coaches, buses and trolley bus
Belgium;2011;Annual;absolute value;16100.0;Motor coaches, buses and trolley bus
Belgium;2012;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Belgium;2014;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Belgium;2015;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Belgium;1995;Annual;absolute value;271.0;Trams
Bosnia and Herzegovina;2015;Annual;absolute value;2533.0;Mopeds
Bosnia and Herzegovina;2012;Annual;absolute value;7861.0;Motorcycles
Bosnia and Herzegovina;2005;Annual;per 1000 inhabitants;1.0;Motorcycles
Bosnia and Herzegovina;2015;Annual;per 1000 inhabitants;2.0;Motorcycles
Bosnia and Herzegovina;2016;Annual;per 1000 inhabitants;2.0;Motorcycles
Bosnia and Herzegovina;2017;Annual;per 1000 inhabitants;3.0;Motorcycles
Bosnia and Herzegovina;2005;Annual;absolute value;379019.0;Passenger cars
Bosnia and Herzegovina;2011;Annual;per 1000 inhabitants;192.0;Passenger cars
Bosnia and Herzegovina;1994;Annual;absolute value;1058.0;Motor coaches, buses and trolley bus
Bosnia and Herzegovina;2008;Annual;absolute value;2663.0;Motor coaches, buses and trolley bus
Bosnia and Herzegovina;2010;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Bosnia and Herzegovina;2012;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Bosnia and Herzegovina;2014;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Bulgaria;2009;Annual;absolute value;51000.0;Mopeds
Bulgaria;2012;Annual;absolute value;62000.0;Mopeds
Bulgaria;2004;Annual;per 1000 inhabitants;6.0;Mopeds
Bulgaria;2015;Annual;per 1000 inhabitants;10.0;Mopeds
Bulgaria;2004;Annual;absolute value;93000.0;Motorcycles
Bulgaria;2010;Annual;absolute value;70000.0;Motorcycles
Bulgaria;2011;Annual;absolute value;74000.0;Motorcycles
Bulgaria;2014;Annual;absolute value;88035.0;Motorcycles
Bulgaria;2017;Annual;absolute value;105988.0;Motorcycles
Bulgaria;2009;Annual;per 1000 inhabitants;9.0;Motorcycles
Bulgaria;1996;Annual;absolute value;1707000.0;Passenger cars
Bulgaria;1997;Annual;absolute value;1731000.0;Passenger cars
Bulgaria;1999;Annual;per 1000 inhabitants;232.0;Passenger cars
Bulgaria;2000;Annual;per 1000 inhabitants;244.0;Passenger cars
Bulgaria;2010;Annual;per 1000 inhabitants;345.0;Passenger cars
Bulgaria;2014;Annual;per 1000 inhabitants;417.0;Passenger cars
Bulgaria;1994;Annual;absolute value;41432.0;Motor coaches, buses and trolley bus
Bulgaria;1996;Annual;absolute value;41642.0;Motor coaches, buses and trolley bus
Bulgaria;2003;Annual;absolute value;44348.0;Motor coaches, buses and trolley bus
Bulgaria;2007;Annual;absolute value;23883.0;Motor coaches, buses and trolley bus
Bulgaria;2012;Annual;absolute value;23289.0;Motor coaches, buses and trolley bus
Bulgaria;2015;Annual;absolute value;24010.0;Motor coaches, buses and trolley bus
Bulgaria;2001;Annual;per 1000 inhabitants;6.0;Motor coaches, buses and trolley bus
Bulgaria;2003;Annual;per 1000 inhabitants;6.0;Motor coaches, buses and trolley bus
Bulgaria;2004;Annual;per 1000 inhabitants;5.0;Motor coaches, buses and trolley bus
Bulgaria;2011;Annual;per 1000 inhabitants;3.0;Motor coaches, buses and trolley bus
Bulgaria;2013;Annual;per 1000 inhabitants;3.0;Motor coaches, buses and trolley bus
Bulgaria;2001;Annual;absolute value;365.0;Trams
Bulgaria;2005;Annual;absolute value;331.0;Trams
Bulgaria;2007;Annual;absolute value;304.0;Trams
Bulgaria;2013;Annual;absolute value;280.0;Trams
Bulgaria;1999;Annual;per 1000 inhabitants;0.0;Trams
Bulgaria;2005;Annual;per 1000 inhabitants;0.0;Trams
Canada;1995;Annual;absolute value;22281.0;Mopeds
Canada;1998;Annual;absolute value;20.0;Mopeds
Canada;1995;Annual;per 1000 inhabitants;1.0;Mopeds
Canada;1994;Annual;absolute value;305865.0;Motorcycles
Canada;1996;Annual;absolute value;290688.0;Motorcycles
Canada;2006;Annual;absolute value;484903.0;Motorcycles
Canada;2010;Annual;absolute value;616280.0;Motorcycles
Canada;2011;Annual;absolute value;631097.0;Motorcycles
Canada;2013;Annual;absolute value;672428.0;Motorcycles
Canada;1996;Annual;per 1000 inhabitants;10.0;Motorcycles
Canada;1997;Annual;per 1000 inhabitants;0.0;Motorcycles
Canada;1999;Annual;per 1000 inhabitants;0.0;Motorcycles
Canada;2000;Annual;per 1000 inhabitants;0.0;Motorcycles
Canada;2005;Annual;per 1000 inhabitants;14.0;Motorcycles
Canada;2006;Annual;per 1000 inhabitants;15.0;Motorcycles
Canada;1998;Annual;absolute value;13887.0;Passenger cars
Canada;2003;Annual;absolute value;14800.0;Passenger cars
Canada;2015;Annual;absolute value;22067778.0;Passenger cars
Canada;2017;Annual;absolute value;22678328.0;Passenger cars
Canada;2000;Annual;per 1000 inhabitants;0.0;Passenger cars
Canada;2004;Annual;per 1000 inhabitants;0.0;Passenger cars
Canada;2010;Annual;per 1000 inhabitants;596.0;Passenger cars
Canada;2012;Annual;per 1000 inhabitants;594.0;Passenger cars
Canada;2003;Annual;absolute value;79364.0;Motor coaches, buses and trolley bus
Canada;2008;Annual;absolute value;84163.0;Motor coaches, buses and trolley bus
Canada;2014;Annual;absolute value;90650.0;Motor coaches, buses and trolley bus
Canada;1994;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Canada;2002;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Canada;2003;Annual;per 1000 inhabitants;3.0;Motor coaches, buses and trolley bus
Canada;2006;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Canada;2010;Annual;per 1000 inhabitants;3.0;Motor coaches, buses and trolley bus
Canada;2016;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Croatia;1996;Annual;absolute value;18000.0;Mopeds
Croatia;1997;Annual;absolute value;25000.0;Mopeds
Croatia;2003;Annual;absolute value;65000.0;Mopeds
Croatia;2006;Annual;absolute value;94000.0;Mopeds
Croatia;2011;Annual;absolute value;112166.0;Mopeds
Croatia;2015;Annual;absolute value;90440.0;Mopeds
Croatia;2017;Annual;absolute value;85121.0;Mopeds
Croatia;2002;Annual;per 1000 inhabitants;13.0;Mopeds
Croatia;2003;Annual;per 1000 inhabitants;15.0;Mopeds
Croatia;2012;Annual;per 1000 inhabitants;23.0;Mopeds
Croatia;2014;Annual;per 1000 inhabitants;22.0;Mopeds
Croatia;2015;Annual;per 1000 inhabitants;21.0;Mopeds
Croatia;2016;Annual;per 1000 inhabitants;21.0;Mopeds
Croatia;1995;Annual;absolute value;9933.0;Motorcycles
Croatia;2010;Annual;absolute value;65045.0;Motorcycles
Croatia;2013;Annual;absolute value;60000.0;Motorcycles
Croatia;2014;Annual;absolute value;61000.0;Motorcycles
Croatia;2004;Annual;per 1000 inhabitants;9.0;Motorcycles
Croatia;2008;Annual;per 1000 inhabitants;15.0;Motorcycles
Croatia;2010;Annual;per 1000 inhabitants;15.0;Motorcycles
Croatia;2013;Annual;per 1000 inhabitants;14.0;Motorcycles
Croatia;2017;Annual;per 1000 inhabitants;17.0;Motorcycles
Croatia;1995;Annual;absolute value;710910.0;Passenger cars
Croatia;2003;Annual;absolute value;1282000.0;Passenger cars
Croatia;2012;Annual;absolute value;1445000.0;Passenger cars
Croatia;2014;Annual;absolute value;1474000.0;Passenger cars
Croatia;2001;Annual;per 1000 inhabitants;276.0;Passenger cars
Croatia;2004;Annual;per 1000 inhabitants;308.0;Passenger cars
Croatia;2007;Annual;per 1000 inhabitants;350.0;Passenger cars
Croatia;2012;Annual;per 1000 inhabitants;338.0;Passenger cars
Croatia;2005;Annual;absolute value;4831.0;Motor coaches, buses and trolley bus
Croatia;2007;Annual;absolute value;5057.0;Motor coaches, buses and trolley bus
Croatia;2010;Annual;absolute value;4888.0;Motor coaches, buses and trolley bus
Croatia;2012;Annual;absolute value;4655.0;Motor coaches, buses and trolley bus
Croatia;2015;Annual;absolute value;5276.0;Motor coaches, buses and trolley bus
Croatia;2017;Annual;absolute value;5698.0;Motor coaches, buses and trolley bus
Croatia;2000;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Croatia;2003;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Croatia;2004;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Croatia;2005;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Croatia;2014;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Croatia;1996;Annual;absolute value;452.0;Trams
Croatia;1997;Annual;absolute value;446.0;Trams
Croatia;2003;Annual;absolute value;440.0;Trams
Croatia;2004;Annual;absolute value;439.0;Trams
Croatia;2005;Annual;absolute value;433.0;Trams
Croatia;2007;Annual;absolute value;423.0;Trams
Croatia;2015;Annual;absolute value;369.0;Trams
Croatia;2003;Annual;per 1000 inhabitants;0.0;Trams
Croatia;2004;Annual;per 1000 inhabitants;0.0;Trams
Croatia;2007;Annual;per 1000 inhabitants;0.0;Trams
Croatia;2009;Annual;per 1000 inhabitants;0.0;Trams
Croatia;2016;Annual;per 1000 inhabitants;0.0;Trams
Cyprus;1993;Annual;absolute value;38500.0;Mopeds
Cyprus;1995;Annual;absolute value;37400.0;Mopeds
Cyprus;1996;Annual;absolute value;34700.0;Mopeds
Cyprus;2002;Annual;absolute value;27400.0;Mopeds
Cyprus;2004;Annual;absolute value;26000.0;Mopeds
Cyprus;2013;Annual;absolute value;14745.0;Mopeds
Cyprus;2015;Annual;absolute value;13480.0;Mopeds
Cyprus;1997;Annual;per 1000 inhabitants;50.0;Mopeds
Cyprus;2000;Annual;per 1000 inhabitants;44.0;Mopeds
Cyprus;2003;Annual;per 1000 inhabitants;38.0;Mopeds
Cyprus;2006;Annual;per 1000 inhabitants;31.0;Mopeds
Cyprus;2009;Annual;per 1000 inhabitants;24.0;Mopeds
Cyprus;2013;Annual;per 1000 inhabitants;17.0;Mopeds
Cyprus;2014;Annual;per 1000 inhabitants;17.0;Mopeds
Cyprus;2015;Annual;per 1000 inhabitants;16.0;Mopeds
Cyprus;2001;Annual;absolute value;13000.0;Motorcycles
Cyprus;2007;Annual;absolute value;19300.0;Motorcycles
Cyprus;2010;Annual;absolute value;23700.0;Motorcycles
